"HHID","SID","personality__satisfaction_satHealth.2005","personality__satisfaction_satHealth.2009","personality__satisfaction_satHealth.2013","personality__satisfaction_satIncome.2005","personality__satisfaction_satIncome.2009","personality__satisfaction_satIncome.2013","personality__satisfaction_satLife.2005","personality__satisfaction_satLife.2009","personality__satisfaction_satLife.2013","personality__A_coarse.2005","personality__A_coarse.2009","personality__A_coarse.2013","personality__A_forgive.2005","personality__A_forgive.2009","personality__A_forgive.2013","personality__A_friendly.2005","personality__A_friendly.2009","personality__A_friendly.2013","personality__C_efficient.2005","personality__C_efficient.2009","personality__C_efficient.2013","personality__C_lazy.2005","personality__C_lazy.2009","personality__C_lazy.2013","personality__C_thorough.2005","personality__C_thorough.2009","personality__C_thorough.2013","personality__E_cmmnctv.2005","personality__E_cmmnctv.2009","personality__E_cmmnctv.2013","personality__E_reserved.2005","personality__E_reserved.2009","personality__E_reserved.2013","personality__E_sociable.2005","personality__E_sociable.2009","personality__E_sociable.2013","personality__N_dealStrss.2005","personality__N_dealStrss.2009","personality__N_dealStrss.2013","personality__N_nervous.2005","personality__N_nervous.2009","personality__N_nervous.2013","personality__N_worry.2005","personality__N_worry.2009","personality__N_worry.2013","personality__O_artExp.2005","personality__O_artExp.2009","personality__O_artExp.2013","personality__O_imagn.2005","personality__O_imagn.2009","personality__O_imagn.2013","personality__O_original.2005","personality__O_original.2009","personality__O_original.2013","predictor__currHealth_currHealth.2005","DOB","Sex","Age"
821608,8216004,9,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,1979,1,26
821608,8216005,7,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,2,1981,1,24
821608,8263202,8,NA,NA,3,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,2,1984,2,21
821640,8216401,7,8,9,5,10,8,8,9,8,4,5,4,6,6,4,7,6,6,6,7,7,4,2,2,7,7,7,5,5,4,1,3,2,6,2,4,5,7,6,2,1,1,5,4,5,1,1,1,2,2,7,3,7,6,2,1961,1,44
821640,8216402,9,8,10,10,10,9,9,9,8,4,5,4,7,6,7,7,7,7,3,5,3,3,4,4,6,5,5,4,6,3,6,6,7,4,5,4,2,4,1,7,6,7,4,6,5,1,2,1,5,6,5,2,3,2,1,1963,2,42
821640,8216403,NA,NA,9,NA,NA,7,NA,NA,9,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,5,NA,1992,1,13
821640,8216404,NA,NA,8,NA,NA,9,NA,NA,8,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,6,NA,NA,5,NA,1994,2,11
821721,8217201,9,9,8,10,9,10,8,9,9,2,1,2,5,6,6,6,6,6,6,6,6,4,4,2,6,7,6,6,6,6,5,2,2,4,4,5,4,6,6,6,1,2,2,2,2,3,3,2,3,3,3,4,5,4,2,1949,1,56
821721,8217202,7,4,2,10,9,9,9,9,8,1,1,2,7,7,7,7,6,6,5,4,5,4,3,2,6,5,5,6,5,5,6,5,6,6,4,5,4,4,6,7,4,5,5,4,6,5,5,6,7,7,7,4,4,6,3,1944,2,61
821837,8218301,8,7,8,6,6,5,8,6,7,2,2,2,5,6,5,6,5,6,5,5,6,2,2,2,6,5,3,4,5,4,5,6,4,3,5,4,4,5,4,5,4,2,6,3,3,2,5,3,5,5,4,4,4,4,2,1950,1,55
821837,8218302,10,7,8,0,8,5,5,7,5,7,7,5,4,3,3,7,6,3,7,4,6,1,1,1,7,7,5,7,7,4,4,3,3,4,3,3,1,4,4,4,5,6,7,3,3,4,3,4,4,5,6,4,3,5,2,1954,2,51
821845,8218401,9,9,NA,10,10,NA,10,9,NA,2,5,NA,6,6,NA,6,6,NA,6,6,NA,2,1,NA,7,7,NA,7,7,NA,2,4,NA,6,7,NA,6,6,NA,2,4,NA,2,3,NA,5,6,NA,5,6,NA,4,5,NA,2,1955,1,50
821845,8218402,5,8,NA,8,9,NA,9,9,NA,1,4,NA,5,5,NA,7,5,NA,6,5,NA,1,2,NA,6,6,NA,7,6,NA,2,3,NA,7,5,NA,6,5,NA,5,5,NA,4,4,NA,6,4,NA,6,5,NA,7,6,NA,3,1956,2,49
821845,8218403,6,8,5,10,10,10,8,9,7,4,4,1,4,5,7,6,5,7,6,5,7,3,3,1,6,6,7,6,6,7,4,3,1,5,4,7,4,5,7,3,4,5,3,4,5,6,5,5,6,5,7,5,5,7,2,1984,1,21
821845,8218404,7,9,NA,9,9,NA,9,9,NA,5,4,NA,4,6,NA,6,6,NA,4,7,NA,3,2,NA,6,7,NA,6,5,NA,4,3,NA,5,5,NA,4,6,NA,3,3,NA,3,2,NA,6,6,NA,6,6,NA,6,5,NA,3,1985,1,20
821845,8218405,9,8,NA,10,10,NA,8,9,NA,5,3,NA,4,6,NA,6,5,NA,6,6,NA,3,3,NA,7,6,NA,7,6,NA,4,4,NA,6,5,NA,6,5,NA,4,3,NA,3,3,NA,6,6,NA,6,5,NA,6,5,NA,2,1988,2,17
821888,8218801,9,10,NA,3,8,NA,8,8,NA,5,4,NA,5,5,NA,6,5,NA,6,6,NA,1,1,NA,7,6,NA,5,5,NA,3,3,NA,6,5,NA,5,6,NA,4,4,NA,2,2,NA,5,3,NA,7,6,NA,7,6,NA,1,1951,1,54
821888,8218802,2,7,NA,7,7,NA,8,8,NA,1,2,NA,5,5,NA,7,6,NA,7,7,NA,2,2,NA,7,7,NA,7,7,NA,2,6,NA,7,7,NA,5,5,NA,3,3,NA,5,4,NA,6,4,NA,6,6,NA,5,4,NA,2,1963,2,42
821896,8218901,9,7,8,8,8,9,9,4,8,5,2,5,4,6,7,5,6,6,5,6,6,2,1,1,6,7,6,5,5,7,3,4,2,5,6,6,5,6,6,4,2,2,3,5,4,6,5,3,5,4,5,5,4,5,2,1949,1,56
821896,8218902,6,NA,NA,8,NA,NA,7,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,3,1948,2,57
821950,8219501,9,NA,NA,9,NA,NA,9,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,1,NA,NA,5,NA,NA,6,NA,NA,-1,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,1,1955,1,50
821950,8219502,10,NA,NA,10,NA,NA,10,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,1,1957,2,48
821950,8219504,8,NA,NA,10,NA,NA,8,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,2,1987,2,18
822000,8220001,4,NA,NA,10,NA,NA,8,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,3,1930,1,75
822000,8220002,5,NA,NA,10,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,4,NA,NA,3,NA,NA,4,NA,NA,4,1935,2,70
822019,8220101,5,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,3,1955,1,50
822019,8220102,8,NA,NA,8,NA,NA,8,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,5,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,2,1958,2,47
822019,8220103,7,NA,NA,6,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,7,NA,NA,1,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,3,1984,1,21
822019,8220104,8,NA,NA,5,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,1,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,2,1987,1,18
822027,8220202,7,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,2,1959,2,46
822299,8222901,8,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,3,1941,1,64
822299,8222902,3,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,4,1944,2,61
822299,8222903,9,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,2,1976,1,29
822345,8223401,9,8,8,9,8,9,9,9,8,6,5,4,6,6,5,5,5,5,6,6,6,4,4,3,6,6,6,6,5,6,5,5,5,5,6,5,6,6,6,2,2,4,1,2,3,6,6,6,5,6,5,6,6,6,2,1935,1,70
822345,8223402,10,9,7,8,8,9,8,8,8,2,2,2,7,3,3,6,6,6,6,5,6,4,5,5,7,6,6,4,5,3,5,6,7,4,3,3,4,5,4,5,5,3,5,3,4,6,7,7,6,5,5,4,4,3,1,1951,2,54
822345,8223403,NA,10,9,NA,10,9,NA,8,9,NA,2,2,NA,7,7,NA,7,7,NA,6,5,NA,6,6,NA,7,7,NA,5,4,NA,6,7,NA,6,4,NA,4,4,NA,4,6,NA,2,3,NA,6,5,NA,6,7,NA,4,4,NA,1991,2,14
822353,8223501,7,NA,NA,8,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,3,1941,1,64
822361,8223601,8,6,8,8,4,5,7,3,4,2,1,1,6,6,6,6,6,7,7,7,7,1,6,1,7,7,7,6,6,7,3,6,4,6,4,5,5,7,7,2,1,1,2,3,6,4,7,7,6,6,5,7,7,7,2,1964,1,41
822361,8223602,8,8,7,9,5,6,8,3,6,2,2,1,6,7,6,6,5,7,6,5,6,2,3,1,5,5,6,5,4,6,4,4,4,4,4,4,6,3,3,3,3,3,4,6,5,5,4,4,4,4,5,6,4,4,2,1959,2,46
822396,8223901,7,4,7,9,7,3,7,6,5,3,4,5,6,4,5,5,4,6,7,6,7,1,1,1,7,7,7,6,7,7,2,1,1,5,6,6,4,3,3,3,3,5,4,5,7,5,4,4,4,5,5,6,5,6,2,1953,2,52
822396,8223902,6,8,NA,7,6,NA,7,7,NA,1,2,NA,6,6,NA,5,6,NA,7,7,NA,1,2,NA,7,7,NA,5,6,NA,4,4,NA,5,4,NA,5,5,NA,2,2,NA,2,5,NA,3,3,NA,4,5,NA,5,6,NA,3,1948,1,57
822418,8224101,6,8,4,7,7,5,7,5,6,1,1,1,6,6,6,6,6,7,4,6,5,3,4,2,6,6,7,5,5,5,5,4,5,5,6,6,4,4,3,4,4,6,4,-1,5,3,4,6,3,2,3,2,2,3,2,1955,2,50
822418,8224102,3,9,8,6,8,8,7,8,8,2,6,2,6,6,5,7,7,6,6,7,6,1,1,1,6,6,6,6,7,6,6,3,3,5,4,5,3,5,4,4,2,2,4,2,2,7,6,7,7,7,6,6,7,6,4,1955,1,50
822418,8224103,NA,9,5,NA,7,6,NA,6,6,NA,2,2,NA,6,7,NA,4,6,NA,7,7,NA,1,2,NA,7,6,NA,6,6,NA,2,4,NA,6,6,NA,3,3,NA,4,2,NA,4,2,NA,7,6,NA,7,4,NA,7,6,NA,1982,2,23
822418,8224104,1,9,NA,10,9,NA,9,8,NA,1,1,NA,7,7,NA,7,7,NA,6,3,NA,7,7,NA,7,7,NA,4,5,NA,7,4,NA,7,7,NA,1,1,NA,2,7,NA,7,6,NA,7,7,NA,7,7,NA,7,7,NA,2,1986,1,19
822418,8250302,8,NA,NA,4,NA,NA,9,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,2,1983,1,22
822418,8250303,4,NA,NA,7,NA,NA,9,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,4,1984,2,21
822418,8250305,NA,NA,8,NA,NA,7,NA,NA,8,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,5,NA,1980,1,25
822426,8224201,9,10,8,6,8,6,8,8,8,2,2,1,6,6,6,7,6,7,7,7,7,1,1,1,7,7,7,6,7,7,3,2,3,6,6,6,6,5,6,3,2,2,5,3,2,4,4,4,7,6,5,6,6,6,2,1963,2,42
822426,8224202,5,7,7,8,5,7,8,7,6,2,2,1,6,5,6,6,4,7,7,6,7,1,2,1,6,6,7,5,6,7,4,4,5,5,5,4,4,4,4,4,3,2,5,5,2,2,4,4,5,6,3,6,6,3,4,1954,1,51
822426,8224203,9,8,NA,9,7,NA,8,6,NA,2,4,NA,4,5,NA,6,5,NA,6,5,NA,4,3,NA,6,6,NA,6,5,NA,4,3,NA,6,4,NA,2,3,NA,6,3,NA,6,3,NA,3,4,NA,5,5,NA,6,6,NA,1,1984,2,21
822426,8224204,NA,9,9,NA,8,5,NA,9,7,NA,2,1,NA,6,5,NA,6,6,NA,6,5,NA,2,2,NA,6,6,NA,5,7,NA,2,4,NA,6,6,NA,4,6,NA,3,2,NA,2,4,NA,4,5,NA,6,5,NA,6,6,NA,1990,1,15
822434,8224301,6,3,6,5,8,7,7,5,8,2,2,7,7,6,6,6,6,6,7,6,6,3,2,6,7,6,6,6,6,6,3,3,6,7,5,6,6,3,5,2,2,7,2,6,7,5,6,7,5,4,6,5,6,6,4,1953,1,52
822434,8224302,10,8,7,7,8,7,8,6,8,1,2,5,6,5,6,6,6,6,6,7,7,2,1,6,7,7,7,5,6,7,4,4,4,4,5,6,5,4,6,2,3,4,2,2,4,5,5,6,4,5,6,5,5,5,1,1954,2,51
822434,8224303,10,4,7,8,8,7,8,6,7,2,1,2,7,5,5,6,5,5,6,5,7,2,4,4,6,6,7,5,5,4,4,4,4,5,5,5,5,4,5,3,3,3,4,4,5,5,4,6,5,5,4,5,6,5,1,1988,2,17
822469,8224601,5,NA,NA,8,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,3,1926,1,79
822531,8225301,6,5,6,8,7,8,8,7,8,1,2,2,6,7,6,7,7,6,6,7,6,1,1,1,6,6,6,6,7,6,5,2,4,5,7,6,6,6,6,2,2,4,4,4,2,5,7,6,6,6,5,6,7,6,2,1953,2,52
822531,8225302,7,4,3,3,0,2,5,0,5,1,1,1,7,7,7,6,7,7,7,6,6,1,1,1,6,6,5,5,5,6,5,5,6,4,3,3,2,1,5,5,5,4,6,5,4,6,5,7,5,7,6,5,5,5,3,1959,1,46
822540,8225401,9,6,8,-1,5,-1,10,8,8,1,1,2,7,7,7,7,7,6,7,7,7,1,1,1,7,7,7,7,7,7,3,4,5,7,6,7,5,5,6,3,2,2,-1,3,2,3,7,5,7,7,5,-1,7,6,3,1944,1,61
822540,8225402,8,9,8,4,5,7,9,8,8,1,1,1,7,7,6,7,7,7,-1,7,7,1,1,1,7,7,7,7,7,7,1,5,5,7,7,7,6,3,6,-1,5,6,5,7,3,5,5,4,7,5,6,5,5,3,3,1950,2,55
822540,8225403,6,NA,NA,5,NA,NA,8,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,2,1976,2,29
822540,8259802,8,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,2,1983,1,22
822817,8228101,8,8,8,8,8,9,8,8,8,2,3,3,6,6,6,7,6,6,6,4,6,2,3,2,5,4,6,6,6,5,5,5,4,5,6,6,6,5,5,3,1,3,4,2,3,6,7,7,5,4,5,5,4,6,2,1943,1,62
822817,8228103,8,9,9,8,6,7,9,9,9,2,1,3,6,5,6,6,6,6,7,6,6,1,2,1,6,5,5,4,5,5,4,4,4,5,4,6,7,6,7,1,2,2,1,2,2,7,6,7,4,4,5,6,7,6,2,1975,1,30
822817,8228104,10,NA,NA,4,NA,NA,7,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,1,1977,2,28
822817,8228105,10,NA,NA,-1,NA,NA,9,NA,NA,1,NA,NA,6,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,2,1982,2,23
822825,8228201,10,10,NA,10,10,NA,9,9,NA,5,2,NA,7,6,NA,6,6,NA,6,6,NA,1,2,NA,7,7,NA,5,5,NA,5,5,NA,5,5,NA,6,6,NA,3,2,NA,6,4,NA,5,3,NA,3,3,NA,5,4,NA,1,1955,1,50
822825,8228202,9,10,NA,10,10,NA,10,10,NA,2,2,NA,7,7,NA,6,7,NA,6,7,NA,1,1,NA,7,7,NA,7,7,NA,2,1,NA,7,7,NA,6,7,NA,2,2,NA,2,2,NA,6,7,NA,7,6,NA,7,7,NA,1,1956,2,49
823090,8230901,9,10,9,10,8,9,10,9,8,4,4,1,7,6,6,4,6,6,4,-1,6,3,1,3,5,6,7,6,6,6,2,5,5,4,4,5,7,7,6,1,1,1,3,3,4,4,7,7,6,6,6,7,7,7,2,1959,2,46
823090,8230903,NA,6,5,NA,8,8,NA,9,2,NA,2,2,NA,6,6,NA,6,6,NA,6,3,NA,2,3,NA,6,3,NA,4,2,NA,4,6,NA,5,6,NA,6,3,NA,4,6,NA,4,7,NA,2,1,NA,5,5,NA,4,6,NA,1987,1,18
823090,8230904,NA,NA,8,NA,NA,9,NA,NA,8,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,3,NA,NA,4,NA,NA,4,NA,1992,1,13
823325,8233201,8,7,6,10,10,10,10,10,10,1,1,1,7,7,7,6,7,7,7,7,7,1,1,1,7,7,7,5,5,6,4,5,4,3,4,3,7,6,7,2,2,1,5,1,1,5,6,3,6,3,2,6,5,5,2,1953,1,52
823325,8233202,0,3,5,6,8,8,7,8,8,1,1,1,6,7,7,7,7,7,7,7,7,2,1,1,7,7,7,7,7,7,1,2,3,6,7,7,3,4,5,4,3,3,6,4,4,3,4,5,5,7,7,5,7,7,4,1954,2,51
823325,8233203,8,8,8,9,8,7,9,8,8,4,3,5,7,7,7,6,6,7,5,6,6,6,1,1,5,7,4,7,7,7,1,2,2,7,7,7,6,6,6,5,1,1,3,2,1,5,2,2,5,3,5,3,5,6,2,1986,1,19
823325,8233204,5,2,3,-1,10,7,7,6,7,3,7,5,4,3,3,5,3,5,6,5,5,5,3,2,4,6,7,4,4,4,6,7,5,3,4,5,4,4,4,6,6,4,4,7,5,6,5,7,7,7,7,6,5,5,3,1988,2,17
823465,8234601,8,8,8,8,8,8,8,8,8,4,4,3,5,5,5,4,4,5,6,6,6,4,4,1,6,7,7,5,3,5,4,6,3,4,4,3,6,5,6,2,2,2,3,2,3,2,4,3,4,3,4,4,4,4,2,1957,1,48
823465,8234602,8,10,10,8,8,10,6,4,6,3,3,2,6,4,5,5,6,4,4,6,6,3,2,3,5,6,6,6,6,6,6,5,4,4,3,4,4,3,3,6,6,7,7,7,7,6,5,6,6,5,6,6,2,1,2,1956,2,49
823465,8234603,NA,9,8,NA,8,7,NA,9,8,NA,6,3,NA,6,6,NA,5,6,NA,7,7,NA,2,1,NA,6,7,NA,3,5,NA,6,6,NA,3,4,NA,6,4,NA,3,5,NA,5,5,NA,2,2,NA,4,2,NA,4,4,NA,1990,1,15
823473,8234701,2,7,5,5,7,6,8,8,6,5,5,6,7,7,6,6,6,4,6,7,6,1,1,1,7,7,6,7,7,6,1,1,4,5,5,6,5,5,6,2,6,2,4,4,4,1,6,6,7,5,5,7,7,6,3,1943,1,62
823473,8234702,8,2,8,8,8,5,8,5,4,1,3,1,7,5,4,6,6,5,5,4,5,3,3,1,7,5,5,4,3,3,6,6,7,4,4,3,2,3,4,6,7,7,7,7,7,1,5,7,2,2,1,4,3,4,4,1958,2,47
823490,8234901,8,8,9,8,10,9,9,9,9,4,4,4,6,6,3,5,6,6,7,7,7,2,1,1,7,7,7,6,6,6,4,5,4,6,4,5,6,7,5,1,1,1,3,2,1,1,5,2,3,4,4,6,6,3,2,1946,1,59
823520,8235201,7,8,9,-1,10,-1,10,9,10,5,5,2,5,5,6,7,7,7,6,6,7,1,1,1,7,7,7,7,6,6,6,6,7,4,6,6,5,5,6,1,5,1,7,3,3,4,4,4,5,6,6,5,6,6,2,1942,1,63
823520,8235202,5,8,8,10,10,10,9,9,9,1,3,2,6,5,6,4,6,6,5,5,6,5,2,2,7,5,5,7,6,6,5,6,5,6,5,5,4,4,4,4,4,5,6,2,6,2,4,2,3,4,2,4,2,3,3,1943,2,62
823554,8235501,8,9,NA,9,9,NA,10,10,NA,5,7,NA,7,7,NA,7,6,NA,7,7,NA,1,1,NA,7,7,NA,6,4,NA,5,7,NA,7,4,NA,5,4,NA,7,7,NA,7,7,NA,4,1,NA,5,4,NA,4,4,NA,3,1948,2,57
823554,8235502,8,8,NA,8,10,NA,10,8,NA,6,6,NA,7,5,NA,7,5,NA,7,1,NA,1,-1,NA,7,7,NA,6,6,NA,6,5,NA,7,5,NA,7,7,NA,4,7,NA,7,6,NA,5,5,NA,6,5,NA,6,5,NA,3,1948,1,57
823562,8235601,5,9,9,9,9,9,8,8,8,5,3,5,7,6,7,7,7,7,7,7,6,3,2,2,7,7,7,7,7,7,6,2,2,7,7,7,5,6,3,5,5,4,6,4,5,5,5,5,5,6,6,6,7,5,2,1944,1,61
823562,8235602,7,6,7,10,9,8,10,8,8,6,5,4,5,3,6,7,3,7,7,4,5,1,2,3,5,4,4,7,6,6,1,2,2,7,6,7,4,4,7,5,2,5,6,3,4,7,5,6,7,5,6,7,6,5,3,1940,2,65
823597,8235901,9,9,8,9,7,9,9,9,10,4,4,2,6,4,7,4,4,5,7,7,7,1,1,1,6,7,7,4,3,3,6,5,5,5,5,3,6,5,6,1,2,2,2,1,2,5,5,5,6,5,3,6,4,5,2,1964,1,41
823597,8235902,8,8,8,8,9,8,8,9,9,4,5,5,6,6,7,6,6,6,5,5,4,5,4,2,5,5,5,6,5,5,6,5,3,6,5,5,5,3,3,6,6,5,5,4,3,7,6,7,6,6,5,4,3,4,2,1965,2,40
823597,8235903,NA,NA,10,NA,NA,9,NA,NA,9,NA,NA,3,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,6,NA,NA,5,NA,1993,2,12
823597,8235904,NA,NA,8,NA,NA,-1,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,4,NA,NA,7,NA,NA,5,NA,NA,5,NA,1995,2,10
823600,8236002,5,NA,NA,3,NA,NA,8,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,3,1952,2,53
823627,8236201,8,NA,NA,9,NA,NA,8,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,2,1964,2,41
823627,8236202,7,NA,NA,9,NA,NA,8,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,7,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,5,NA,NA,2,1963,1,42
